No.,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
328596,MIRT623592,hsa-miR-3190-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
415269,MIRT702697,hsa-miR-331-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
34242,MIRT042755,hsa-miR-339-5p,Homo sapiens,IPO9,55705,Homo sapiens,CLASH,Functional MTI (Weak),23622248
376893,MIRT667838,hsa-miR-3654,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238845,MIRT522960,hsa-miR-372-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
238844,MIRT522959,hsa-miR-373-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
328597,MIRT623593,hsa-miR-411-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
247205,MIRT528999,hsa-miR-4301,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
415272,MIRT702700,hsa-miR-4316,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
384981,MIRT674875,hsa-miR-4435,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238838,MIRT522953,hsa-miR-4438,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
415282,MIRT702710,hsa-miR-4458,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
238837,MIRT522952,hsa-miR-449b-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
415288,MIRT702716,hsa-miR-4500,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
415275,MIRT702703,hsa-miR-454-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
353878,MIRT646307,hsa-miR-4638-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328601,MIRT623597,hsa-miR-4659a-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328600,MIRT623596,hsa-miR-4659b-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238832,MIRT522947,hsa-miR-4662a-5p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
415274,MIRT702702,hsa-miR-4677-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
415276,MIRT702704,hsa-miR-4678,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
384983,MIRT674877,hsa-miR-4755-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328599,MIRT623595,hsa-miR-4776-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328598,MIRT623594,hsa-miR-483-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238834,MIRT522949,hsa-miR-5095,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
328590,MIRT623586,hsa-miR-5096,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238843,MIRT522958,hsa-miR-520a-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
238842,MIRT522957,hsa-miR-520b,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
238841,MIRT522956,hsa-miR-520c-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
238840,MIRT522955,hsa-miR-520d-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
238839,MIRT522954,hsa-miR-520e,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
328595,MIRT623591,hsa-miR-5580-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328602,MIRT623598,hsa-miR-5590-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
247202,MIRT528996,hsa-miR-5687,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
415277,MIRT702705,hsa-miR-606,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
247203,MIRT528997,hsa-miR-6070,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
238831,MIRT522946,hsa-miR-619-5p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
415270,MIRT702698,hsa-miR-642b-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
238835,MIRT522950,hsa-miR-6504-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
376894,MIRT667839,hsa-miR-6757-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
384982,MIRT674876,hsa-miR-6762-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
376892,MIRT667837,hsa-miR-6777-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
247204,MIRT528998,hsa-miR-6793-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
328593,MIRT623589,hsa-miR-6832-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
353879,MIRT646308,hsa-miR-6845-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
415268,MIRT702696,hsa-miR-6883-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328603,MIRT623599,hsa-miR-6888-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
353877,MIRT646306,hsa-miR-6895-3p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
238833,MIRT522948,hsa-miR-7151-3p,Homo sapiens,IPO9,55705,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
415278,MIRT702706,hsa-miR-98-5p,Homo sapiens,IPO9,55705,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
32663,MIRT041209,hsa-miR-193b-3p,Homo sapiens,IQCA1,79781,Homo sapiens,CLASH,Functional MTI (Weak),23622248
2987,MIRT002697,hsa-miR-124-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
2988,MIRT002697,hsa-miR-124-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,15685193
2989,MIRT002697,hsa-miR-124-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Immunoblot//Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,21196113
2990,MIRT002697,hsa-miR-124-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Microarray,Functional MTI (Weak),18668037
2991,MIRT002697,hsa-miR-124-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Luciferase reporter assay,Functional MTI,26934121
437301,MIRT724396,hsa-miR-136-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
19840,MIRT026798,hsa-miR-192-5p,Homo sapiens,IQGAP1,8826,Homo sapiens,Microarray,Functional MTI (Weak),19074876
17163,MIRT024313,hsa-miR-215-5p,Homo sapiens,IQGAP1,8826,Homo sapiens,Microarray,Functional MTI (Weak),19074876
437302,MIRT724397,hsa-miR-3074-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
34338,MIRT042850,hsa-miR-324-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,CLASH,Functional MTI (Weak),23622248
94134,MIRT440432,hsa-miR-376a-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
437303,MIRT724398,hsa-miR-449b-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
442668,MIRT733787,hsa-miR-506-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26398880
443085,MIRT734339,hsa-miR-506-5p,Homo sapiens,IQGAP1,8826,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26398880
94135,MIRT440433,hsa-miR-544a,Homo sapiens,IQGAP1,8826,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
41375,MIRT049578,hsa-miR-92a-3p,Homo sapiens,IQGAP1,8826,Homo sapiens,CLASH,Functional MTI (Weak),23622248
16772,MIRT023954,hsa-miR-1-3p,Homo sapiens,ISG15,9636,Homo sapiens,Microarray,Functional MTI (Weak),18668037
13869,MIRT021235,hsa-miR-146a-5p,Homo sapiens,ISG15,9636,Homo sapiens,Microarray,Functional MTI (Weak),18057241
479,MIRT000372,hsa-miR-106b-5p,Homo sapiens,ITCH,83737,Homo sapiens,Luciferase reporter assay,Functional MTI,19074548
480,MIRT000372,hsa-miR-106b-5p,Homo sapiens,ITCH,83737,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,19096009
481,MIRT000372,hsa-miR-106b-5p,Homo sapiens,ITCH,83737,Homo sapiens,Microarray,Functional MTI (Weak),17242205
482,MIRT000372,hsa-miR-106b-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
483,MIRT000372,hsa-miR-106b-5p,Homo sapiens,ITCH,83737,Homo sapiens,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR,Functional MTI,26621835
146014,MIRT475087,hsa-miR-1252-5p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
94127,MIRT440424,hsa-miR-127-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
146017,MIRT475090,hsa-miR-128-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
440012,MIRT727420,hsa-miR-17-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
94130,MIRT440427,hsa-miR-20a-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
440010,MIRT727418,hsa-miR-20b-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
443715,MIRT735172,hsa-miR-214-5p,Homo sapiens,ITCH,83737,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25815880
146016,MIRT475089,hsa-miR-216a-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
146011,MIRT475084,hsa-miR-27a-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
146010,MIRT475083,hsa-miR-27b-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
146009,MIRT475082,hsa-miR-302c-5p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
146012,MIRT475085,hsa-miR-3143,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
34330,MIRT042842,hsa-miR-324-3p,Homo sapiens,ITCH,83737,Homo sapiens,CLASH,Functional MTI (Weak),23622248
477371,MIRT766330,hsa-miR-3653-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
146015,MIRT475088,hsa-miR-3681-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
94129,MIRT440426,hsa-miR-485-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
440009,MIRT727417,hsa-miR-519d-3p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
94128,MIRT440425,hsa-miR-541-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
146018,MIRT475091,hsa-miR-543,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
490533,MIRT779355,hsa-miR-6796-3p,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
146013,MIRT475086,hsa-miR-8068,Homo sapiens,ITCH,83737,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
440011,MIRT727419,hsa-miR-93-5p,Homo sapiens,ITCH,83737,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
20213,MIRT027119,hsa-miR-103a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
20214,MIRT027119,hsa-miR-103a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103416,MIRT448731,hsa-miR-106a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103415,MIRT448730,hsa-miR-106b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
85098,MIRT313676,hsa-miR-107,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
472528,MIRT761543,hsa-miR-1247-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
85103,MIRT313681,hsa-miR-1255a,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85104,MIRT313682,hsa-miR-1255b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103400,MIRT448715,hsa-miR-1273e,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
85111,MIRT313690,hsa-miR-1293,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
473384,MIRT762379,hsa-miR-1297,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283615,MIRT556876,hsa-miR-1468-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85097,MIRT313675,hsa-miR-15a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85099,MIRT313677,hsa-miR-15b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
1796,MIRT001449,hsa-miR-16-5p,Homo sapiens,ITGA2,3673,Homo sapiens,pSILAC//Proteomics;Other,Functional MTI (Weak),18668040
1797,MIRT001449,hsa-miR-16-5p,Homo sapiens,ITGA2,3673,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
1798,MIRT001449,hsa-miR-16-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
1799,MIRT001449,hsa-miR-16-5p,Homo sapiens,ITGA2,3673,Homo sapiens,qRT-PCR,Functional MTI (Weak),24064622
103414,MIRT448729,hsa-miR-17-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
85106,MIRT313685,hsa-miR-18a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85110,MIRT313689,hsa-miR-18b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85100,MIRT313678,hsa-miR-195-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283628,MIRT556889,hsa-miR-196a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
474589,MIRT763569,hsa-miR-1976,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
85107,MIRT313686,hsa-miR-19a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85108,MIRT313687,hsa-miR-19b-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103413,MIRT448728,hsa-miR-20a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103412,MIRT448727,hsa-miR-20b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
475322,MIRT764294,hsa-miR-26a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
475339,MIRT764311,hsa-miR-26b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
103422,MIRT448737,hsa-miR-302a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103423,MIRT448738,hsa-miR-302b-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103408,MIRT448723,hsa-miR-302c-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103421,MIRT448736,hsa-miR-302d-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103429,MIRT448744,hsa-miR-302e,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
5497,MIRT005123,hsa-miR-30a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,pSILAC//Proteomics;Other,Functional MTI (Weak),18668040
103406,MIRT448721,hsa-miR-3121-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
9871,MIRT017602,hsa-miR-335-5p,Homo sapiens,ITGA2,3673,Homo sapiens,Microarray,Functional MTI (Weak),18185580
85109,MIRT313688,hsa-miR-363-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
477406,MIRT766365,hsa-miR-3653-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283621,MIRT556882,hsa-miR-371a-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283624,MIRT556885,hsa-miR-371b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103420,MIRT448735,hsa-miR-372-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283620,MIRT556881,hsa-miR-372-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103424,MIRT448739,hsa-miR-373-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283623,MIRT556884,hsa-miR-373-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85114,MIRT313692,hsa-miR-3919,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85101,MIRT313679,hsa-miR-424-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
479373,MIRT768315,hsa-miR-4279,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283627,MIRT556888,hsa-miR-432-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
480488,MIRT769420,hsa-miR-4465,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283630,MIRT556891,hsa-miR-4468,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85115,MIRT313693,hsa-miR-4483,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85116,MIRT313694,hsa-miR-4506,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
481159,MIRT770081,hsa-miR-4532,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
85117,MIRT313695,hsa-miR-4694-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103404,MIRT448719,hsa-miR-4720-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
482575,MIRT771481,hsa-miR-4722-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
85118,MIRT313696,hsa-miR-4735-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
482955,MIRT771859,hsa-miR-4740-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
103403,MIRT448718,hsa-miR-4804-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
85102,MIRT313680,hsa-miR-497-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
484011,MIRT772906,hsa-miR-5001-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283626,MIRT556887,hsa-miR-5004-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283614,MIRT556875,hsa-miR-513c-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283613,MIRT556874,hsa-miR-514b-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103411,MIRT448726,hsa-miR-519d-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103419,MIRT448734,hsa-miR-520a-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103425,MIRT448740,hsa-miR-520b,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103426,MIRT448741,hsa-miR-520c-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103427,MIRT448742,hsa-miR-520d-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103428,MIRT448743,hsa-miR-520e,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103407,MIRT448722,hsa-miR-520f-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103410,MIRT448725,hsa-miR-526b-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103405,MIRT448720,hsa-miR-539-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283637,MIRT556898,hsa-miR-548ac,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283619,MIRT556880,hsa-miR-548aj-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85120,MIRT313698,hsa-miR-548aw,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103418,MIRT448733,hsa-miR-548az-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283636,MIRT556897,hsa-miR-548bb-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283635,MIRT556896,hsa-miR-548d-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283618,MIRT556879,hsa-miR-548f-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283617,MIRT556878,hsa-miR-548g-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283634,MIRT556895,hsa-miR-548h-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85112,MIRT313691,hsa-miR-548n,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
85113,MIRT313691,hsa-miR-548n,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103417,MIRT448732,hsa-miR-548t-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283616,MIRT556877,hsa-miR-548x-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
283633,MIRT556894,hsa-miR-548z,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85119,MIRT313697,hsa-miR-5680,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103401,MIRT448716,hsa-miR-580-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283622,MIRT556883,hsa-miR-616-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
103402,MIRT448717,hsa-miR-636,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
283632,MIRT556893,hsa-miR-649,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
488130,MIRT776979,hsa-miR-6513-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
489042,MIRT777883,hsa-miR-6727-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
283629,MIRT556890,hsa-miR-6744-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
85121,MIRT313699,hsa-miR-6745,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
489438,MIRT778271,hsa-miR-6747-3p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
85122,MIRT313700,hsa-miR-6756-5p,Homo sapiens,ITGA2,3673,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
